0,0
0,2
0,6
0,3
0,4
0,5
0,1
0,9
0,11
0,8
0,10
0,13
0,12
0,7
0,18
0,16
0,15
0,14
0,20
0,19
0,17
0,24
0,26
0,27
0,25
0,22
0,23
0,21
0,33
0,34
0,32
0,31
0,29
0,30
0,28
0,39
0,38
0,37
0,35
0,36
0,40
0,41
0,44
0,42
0,45
0,47
0,43
0,48
0,46
0,55
0,50
0,51
0,54
0,49
0,53
0,52
1,0
1,2
1,6
1,3
1,4
1,5
1,1
1,9
1,11
1,8
1,10
1,13
1,7
1,18
1,16
1,15
1,14
1,20
1,17
1,24
1,26
1,27
1,25
1,22
1,23
1,21
1,33
1,34
1,32
1,31
1,29
1,30
1,28
1,39
1,38
1,37
1,35
1,36
1,40
1,41
1,44
1,42
1,45
1,47
1,43
1,48
1,46
1,55
1,50
1,51
1,54
1,53
1,52
2,0
2,2
2,6
2,3
2,4
2,5
2,1
2,9
2,11
2,8
2,10
2,13
2,12
2,7
2,18
2,16
2,15
2,14
2,20
2,19
2,17
2,24
2,26
2,27
2,25
2,22
2,23
2,21
2,33
2,34
2,32
2,31
2,29
2,30
2,28
2,39
2,38
2,37
2,35
2,36
2,40
2,41
2,44
2,42
2,45
2,47
2,48
2,46
2,55
2,50
2,51
2,54
2,49
2,53
2,52
3,0
3,2
3,6
3,3
3,4
3,5
3,1
3,9
3,11
3,8
3,10
3,13
3,12
3,7
3,18
3,16
3,15
3,14
3,20
3,19
3,17
3,24
3,26
3,27
3,25
3,22
3,23
3,21
3,33
3,34
3,32
3,31
3,29
3,30
3,28
3,39
3,38
3,37
3,35
3,36
3,40
3,41
3,42
3,45
3,47
3,43
3,48
3,46
3,55
3,50
3,51
3,54
3,49
3,53
3,52
4,0
4,2
4,6
4,3
4,4
4,5
4,1
4,9
4,11
4,8
4,10
4,13
4,12
4,7
4,18
4,16
4,15
4,20
4,19
4,17
4,24
4,26
4,27
4,25
4,22
4,23
4,21
4,33
4,34
4,32
4,31
4,29
4,30
4,28
4,39
4,38
4,37
4,35
4,36
4,40
4,41
4,44
4,42
4,45
4,47
4,43
4,48
4,46
4,55
4,50
4,51
4,54
4,49
4,53
4,52
5,0
5,2
5,6
5,3
5,4
5,5
5,1
5,9
5,11
5,8
5,10
5,13
5,12
5,7
5,18
5,16
5,15
5,14
5,20
5,19
5,17
5,24
5,26
5,27
5,25
5,22
5,23
5,21
5,33
5,34
5,32
5,31
5,29
5,30
5,28
5,39
5,38
5,37
5,35
5,36
5,40
5,41
5,44
5,42
5,45
5,47
5,43
5,48
5,46
5,55
5,50
5,51
5,54
5,49
5,53
5,52
6,0
6,2
6,6
6,3
6,4
6,5
6,1
6,9
6,11
6,8
6,10
6,13
6,12
6,7
6,18
6,16
6,15
6,14
6,20
6,19
6,17
6,24
6,26
6,27
6,25
6,22
6,23
6,21
6,33
6,34
6,32
6,31
6,29
6,30
6,28
6,39
6,38
6,37
6,35
6,36
6,40
6,41
6,44
6,42
6,45
6,47
6,43
6,48
6,46
6,55
6,50
6,51
6,54
6,49
6,53
6,52
7,0
7,2
7,6
7,3
7,4
7,5
7,1
7,9
7,11
7,8
7,10
7,13
7,12
7,7
7,18
7,16
7,15
7,14
7,20
7,19
7,17
7,24
7,26
7,27
7,25
7,22
7,23
7,21
7,33
7,34
7,31
7,29
7,30
7,28
7,39
7,38
7,37
7,35
7,36
7,40
7,41
7,44
7,42
7,45
7,47
7,43
7,48
7,46
7,55
7,50
7,51
7,54
7,49
7,53
7,52
8,0
8,2
8,6
8,3
8,4
8,5
8,1
8,9
8,11
8,8
8,10
8,13
8,12
8,7
8,18
8,16
8,15
8,14
8,20
8,19
8,17
8,26
8,27
8,25
8,22
8,23
8,21
8,33
8,34
8,32
8,31
8,29
8,30
8,28
8,39
8,38
8,37
8,35
8,36
8,40
8,41
8,44
8,42
